global_step,global_decision_step,approx_global_env_frame_step,policy_loss,value_loss,entropy,approx_kl,clip_fraction,learning_rate,rollout_action_0,rollout_action_1,rollout_action_2,rollout_action_3,rollout_action_4,rollout_action_5,rollout_action_6,rollout_action_7,rollout_action_8,rollout_action_9,rollout_action_10,rollout_action_11,dominant_action_frac,reward_clip,target_kl,rollout_int_reward_mean,rollout_int_reward_sum
9088,9088,36352,-0.0039711445569992065,21.926776885986328,1.0738682746887207,0.0019786925986409187,0.04296875,0.0001,0,10,11,0,82,25,0,0,0,0,0,0,0.640625,1,0.03,4.8812296967071234e-05,0.006247974011785118
9216,9216,36864,-0.0022880062460899353,32.60118865966797,1.1411606073379517,0.00495526846498251,0.046875,0.0001,0,12,19,0,80,17,0,0,0,0,0,0,0.625,1,0.03,5.5189716334780314e-05,0.00706428369085188
9344,9344,37376,-0.006822424009442329,7.939609050750732,1.1924400329589844,0.002860753796994686,0.06640625,0.0001,0,17,14,0,76,21,0,0,0,0,0,0,0.59375,1,0.03,3.104731014502704e-05,0.003974055698563461
9472,9472,37888,0.020438119769096375,10.223016738891602,1.2167232036590576,0.024663297459483147,0.26953125,0.0001,0,29,16,0,62,21,0,0,0,0,0,0,0.484375,1,0.03,2.3370745992679076e-05,0.0029914554870629217
9600,9600,38400,0.00045851245522499084,13.679861068725586,1.220072627067566,0.019898371770977974,0.54296875,0.0001,1,36,12,0,64,15,0,0,0,0,0,0,0.5,1,0.03,1.584249221053824e-05,0.0020278390029488946
9728,9728,38912,0.013526763767004013,20.745635986328125,1.133683204650879,0.016397597268223763,0.44140625,0.0001,0,37,12,0,65,14,0,0,0,0,0,0,0.5078125,1,0.03,1.2166209941710804e-05,0.0015572748725389829
9856,9856,39424,0.04632452130317688,54.817813873291016,1.0516341924667358,0.028604669496417046,0.59375,0.0001,0,55,9,0,48,16,0,0,0,0,0,0,0.4296875,1,0.03,1.2072444988575626e-05,0.00154527295853768
9984,9984,39936,0.014612115919589996,27.050270080566406,1.0008323192596436,0.005258159711956978,0.09375,0.0001,0,73,8,0,40,7,0,0,0,0,0,0,0.5703125,1,0.03,2.0082064835946767e-05,0.002570504299001186
10112,10112,40448,-0.005888447165489197,14.667564392089844,1.025137186050415,0.0010917196050286293,0.0390625,0.0001,0,72,10,0,40,6,0,0,0,0,0,0,0.5625,1,0.03,4.120557088072019e-05,0.005274313072732184
10240,10240,40960,0.003535144031047821,9.94729995727539,1.093022346496582,0.0022627869620919228,0.0546875,0.0001,1,82,7,0,28,10,0,0,0,0,0,0,0.640625,1,0.03,2.7439784062721628e-05,0.0035122923600283684
