global_step,global_decision_step,approx_global_env_frame_step,episode,episode_decision_steps,episode_approx_env_frame_steps,episode_ext_reward,episode_int_reward,episode_total_reward,episode_final_x_pos,episode_max_x_pos,episode_mean_x_pos,visited_bins,episode_timeout,train_total_timesteps,train_max_episode_steps,frame_skip
24657,24657,98628,161,66,264,608.0,0.0,608.0,679,679,320.030303030303,14,0,1000000,3000,4
24693,24693,98772,162,36,144,247.0,0.0,247.0,312,312,152.80555555555554,7,0,1000000,3000,4
25051,25051,100204,163,358,1432,1541.0,0.0,1541.0,1668,1668,788.3324022346369,34,0,1000000,3000,4
25156,25156,100624,164,105,420,597.0,0.0,597.0,674,674,401.15238095238095,14,0,1000000,3000,4
25314,25314,101256,165,158,632,601.0,0.0,601.0,689,689,425.2974683544304,14,0,1000000,3000,4
25350,25350,101400,166,36,144,234.0,0.0,234.0,298,298,168.91666666666666,6,0,1000000,3000,4
25388,25388,101552,167,38,152,229.0,0.0,229.0,293,293,163.71052631578948,6,0,1000000,3000,4
25499,25499,101996,168,111,444,628.0,0.0,628.0,707,707,360.35135135135135,15,0,1000000,3000,4
25532,25532,102128,169,33,132,245.0,0.0,245.0,308,308,155.27272727272728,7,0,1000000,3000,4
25646,25646,102584,170,114,456,620.0,0.0,620.0,699,699,362.2719298245614,14,0,1000000,3000,4
25677,25677,102708,171,31,124,248.0,0.0,248.0,311,311,157.25806451612902,7,0,1000000,3000,4
25874,25874,103496,172,197,788,1313.0,0.0,1313.0,1409,1409,689.5939086294417,29,0,1000000,3000,4
25906,25906,103624,173,32,128,245.0,0.0,245.0,309,309,151.21875,7,0,1000000,3000,4
25979,25979,103916,174,73,292,617.0,0.0,617.0,688,688,342.3972602739726,14,0,1000000,3000,4
26157,26157,104628,175,178,712,1342.0,0.0,1342.0,1435,1435,637.7808988764045,29,0,1000000,3000,4
26193,26193,104772,176,36,144,236.0,0.0,236.0,300,300,166.05555555555554,7,0,1000000,3000,4
26274,26274,105096,177,81,324,633.0,0.0,633.0,706,706,366.8395061728395,15,0,1000000,3000,4
26312,26312,105248,178,38,152,238.0,0.0,238.0,302,302,164.44736842105263,7,0,1000000,3000,4
26348,26348,105392,179,36,144,249.0,0.0,249.0,314,314,144.44444444444446,7,0,1000000,3000,4
26473,26473,105892,180,125,500,1068.0,0.0,1068.0,1150,1150,555.048,24,0,1000000,3000,4
26705,26705,106820,181,232,928,1422.0,0.0,1422.0,1526,1526,732.625,31,0,1000000,3000,4
26798,26798,107192,182,93,372,621.0,0.0,621.0,697,697,346.6774193548387,14,0,1000000,3000,4
27127,27127,108508,183,329,1316,1320.0,0.0,1320.0,1443,1443,795.5714285714286,29,0,1000000,3000,4
27300,27300,109200,184,173,692,809.0,0.0,809.0,898,899,605.2774566473988,18,0,1000000,3000,4
